track_id,track_name,artists,album,danceability,loudness,acousticness,liveness,valence,tempo
5knuzwU65gJK7IF5yJsuaW,Rockabye (feat. Sean Paul & Anne-Marie),"Clean Bandit, Sean Paul, Anne-Marie",Rockabye (feat. Sean Paul & Anne-Marie),0.72,-4.068,0.406,0.18,0.742,101.965
6Pgkp4qUoTmJIPn7ReaGxL,Without You (feat. Sandro Cavazza),"Avicii, Sandro Cavazza",AVĪCI (01),0.662,-4.844,0.00163,0.0456,0.295,133.993
2K87XMYnUMqLcX3zvtAF4G,Drag Me Down,One Direction,Made In The A.M. (Deluxe Edition),0.73,-5.672,0.109,0.0657,0.595,138.113
3NLnwwAQbbFKcEcV8hDItk,Perfect,One Direction,Made In The A.M. (Deluxe Edition),0.647,-5.231,0.0598,0.119,0.396,99.933
09CtPGIpYB4BrO8qb1RGsF,Sorry,Justin Bieber,Purpose (Deluxe),0.654,-3.669,0.0797,0.299,0.41,99.945
50kpGaPAhYJ3sGmk6vplg0,Love Yourself,Justin Bieber,Purpose (Deluxe),0.609,-9.828,0.835,0.28,0.515,100.418
3S4px9f4lceWdKf0gWciFu,Cheap Thrills,Sia,This Is Acting (Deluxe Version),0.628,-5.608,0.0472,0.0907,0.732,89.976
0azC730Exh71aQlOt9Zj3y,This Is What You Came For,"Calvin Harris, Rihanna",This Is What You Came For,0.631,-2.787,0.199,0.148,0.465,123.962
1MtUq6Wp1eQ8PC6BbPCj8P,I Took A Pill In Ibiza - Seeb Remix,"Mike Posner, Seeb","At Night, Alone.",0.664,-6.645,0.0353,0.0843,0.71,101.969
2iuZJX9X9P0GKaE93xcPjk,Sugar,Maroon 5,V,0.748,-7.055,0.0591,0.0863,0.884,120.076
4h8VwCb1MTGoLKueQ1WgbD,Wake Me Up,Avicii,True,0.532,-5.697,0.0038,0.161,0.643,124.08
6sy3LkhNFjJWlaeSMNwQ62,Counting Stars,OneRepublic,Native,0.664,-4.972,0.0654,0.115,0.477,122.017
5jsw9uXEGuKyJzs0boZ1bT,Stitches,Shawn Mendes,Handwritten,0.752,-6.684,0.0151,0.0486,0.755,149.789
5O2P9iiztwhomNh8xkR9lJ,Night Changes,One Direction,FOUR (Deluxe),0.672,-7.747,0.859,0.115,0.37,120.001
6nek1Nin9q48AVZcWs9e9D,Paradise,Coldplay,Mylo Xyloto,0.449,-6.761,0.0509,0.0833,0.212,139.631
0sQLhT32E9ZG2zn5iYR6nN,Locked Away (feat. Adam Levine),"R. City, Adam Levine",Locked Away (feat. Adam Levine),0.508,-5.696,0.328,0.0491,0.575,121.928
7BKLCZ1jbUBVqRi2FVlTVw,Closer,"The Chainsmokers, Halsey",Closer,0.748,-5.599,0.414,0.111,0.661,95.01
7zsXy7vlHdItvUSH8EwQss,Cold Water,"Major Lazer, Justin Bieber, MØ",Cold Water,0.608,-5.092,0.0736,0.156,0.501,92.943
0lYBSQXN6rCTvUZvg9S0lU,Let Me Love You,"DJ Snake, Justin Bieber",Encore,0.649,-5.371,0.0863,0.135,0.163,99.988
6i0V12jOa3mr6uu4WYhUBr,Heathens,Twenty One Pilots,Heathens,0.732,-9.348,0.0841,0.105,0.548,90.024
37FXw5QGFN7uwwsLy8uAc0,We Don't Talk Anymore (feat. Selena Gomez),"Charlie Puth, Selena Gomez",Nine Track Mind,0.728,-8.053,0.621,0.179,0.352,100.017
5kqIPrATaCc2LqxVWzQGbk,7 Years,Lukas Graham,Lukas Graham,0.765,-5.829,0.287,0.391,0.34,119.992
3QGsuHI8jO1Rx4JWLUh9jd,Treat You Better,Shawn Mendes,Illuminate,0.444,-4.078,0.106,0.107,0.747,82.695
0PDUDa38GO8lMxLCRc4lL1,PILLOWTALK,ZAYN,Mind Of Mine (Deluxe Edition),0.584,-4.275,0.117,0.0939,0.438,124.944
22VdIZQfgXJea34mQxlt81,Can't Feel My Face,The Weeknd,Beauty Behind The Madness,0.705,-5.526,0.113,0.105,0.583,107.949
6XQHlsNu6so4PdglFkJQRJ,"City Of Stars - From ""La La Land"" Soundtrack","Ryan Gosling, Emma Stone",La La Land (Original Motion Picture Soundtrack),0.492,-15.15,0.899,0.0889,0.434,111.787
7qiZfU4dY1lWllzX7mPBI3,Shape of You,Ed Sheeran,÷ (Deluxe),0.825,-3.183,0.581,0.0931,0.931,95.977
0JmiBCpWc1IAc0et7Xm7FL,Let Her Go,Passenger,All the Little Lights (Deluxe Version),0.479,-7.346,0.365,0.0963,0.243,74.897
22vgEDb5hykfaTwLuskFGD,Sucker,Jonas Brothers,Happiness Begins,0.842,-5.065,0.0427,0.106,0.952,137.958
3JvrhDOgAt6p7K8mDyZwRd,Riptide,Vance Joy,Dream Your Life Away (Special Edition),0.484,-6.694,0.431,0.151,0.51,101.654
6DG2g1UhROp5pnM8fx7zH2,Starving,"Hailee Steinfeld, Grey, Zedd",HAIZ,0.695,-4.194,0.379,0.104,0.532,99.817
7BqBn9nzAq8spo5e7cZ0dJ,Just the Way You Are,Bruno Mars,Doo-Wops & Hooligans,0.635,-5.379,0.0134,0.0622,0.424,109.021
37f4ITSlgPX81ad2EvmVQr,Fight Song,Rachel Platten,Wildfire,0.564,-4.987,0.0549,0.155,0.33,175.924
4rHZZAmHpZrA3iH5zx8frV,Mirrors,Justin Timberlake,The 20/20 Experience (Deluxe Version),0.574,-6.664,0.234,0.0946,0.512,76.899
6uBhi9gBXWjanegOb2Phh0,Stay,"Zedd, Alessia Cara",Stay,0.69,-5.025,0.253,0.116,0.544,102.04
2VxeLyX666F8uXCJ0dZF8B,Shallow,"Lady Gaga, Bradley Cooper",A Star Is Born Soundtrack,0.572,-6.362,0.371,0.231,0.323,95.799
7vu0JkJh0ldukEYbTVcqd0,Issues,Julia Michaels,Nervous System,0.728,-6.852,0.401,0.0616,0.455,114.145
7IHOIqZUUInxjVkko181PB,Stay With Me,Sam Smith,In The Lonely Hour (Deluxe Edition),0.5,-6.535,0.566,0.11,0.176,84.899
4jYt1pQqg2mIZmY4FWCZEM,Record Player (with AJR),"Daisy the Great, AJR",Record Player (with AJR),0.665,-7.049,0.247,0.0636,0.927,73.986
1D4PL9B8gOg78jiHg3FvBb,Love Story,Taylor Swift,Fearless (Big Machine Radio Release Special),0.617,-3.97,0.131,0.0772,0.306,118.984
4VuS959DSpr82t3qBqCrWG,Supermarket Flowers,Ed Sheeran,÷ (Deluxe),0.589,-10.517,0.914,0.0887,0.257,89.749
4CHLYbx8NB1LUn5WqT0SzV,Best Love Song,T-Pain,Revolver (Expanded Edition),0.622,-6.618,0.0457,0.174,0.679,79.932
4zRZAmBQP8vhNPf9i9opXt,8 Letters,Why Don't We,8 Letters,0.607,-5.702,0.649,0.0928,0.255,88.979
3HVWdVOQ0ZA45FuZGSfvns,I Don't Care (with Justin Bieber),"Ed Sheeran & Justin Bieber, Justin Bieber",I Don't Care (with Justin Bieber),0.798,-5.041,0.0912,0.0894,0.842,101.956
7qVjoGvjdOFfk3uKVhvZU9,All Time Low,"Jon Bellion, Stormzy",All Time Low,0.456,-4.139,0.0479,0.101,0.641,86.54
6FE2iI43OZnszFLuLtvvmg,Classic,MKTO,MKTO,0.72,-4.689,0.0384,0.157,0.756,102.071
6N22FZs2ZhPBYi3b9XPajV,Still Don't Know My Name,Labrinth,Euphoria (Original Score from the HBO Series),0.316,-5.963,0.471,0.205,0.313,89.643
4Tt6GiWS2V9sQjZjS2xjp2,"Honey, I'm Good.",Andy Grammer,Magazines Or Novels,0.754,-6.424,0.0349,0.335,0.583,122.026
4RCWB3V8V0dignt99LZ8vH,Hey There Delilah,Plain White T's,All That We Needed,0.656,-10.572,0.872,0.114,0.298,103.971
5DHQKZCOZhGNTbYBCekWx0,Paralyzed,NF,Mansion,0.51,-6.602,0.214,0.101,0.0397,130.081
3UhXPxLDFKCj1ZO6mmtV0a,Apologize,OneRepublic,Dreaming Out Loud,0.593,-6.12,0.363,0.102,0.502,118.008
3U4isOIWM3VvDubwSI3y7a,All of Me,John Legend,Love In The Future (Expanded Edition),0.422,-7.064,0.922,0.132,0.331,119.93
4IqcDJPzDL8Hq8KwAX4jUE,human,Christina Perri,head or heart,0.439,-6.286,0.132,0.114,0.253,143.808
58Mh6zmqSo9IvysPAXnG0h,change ur mind,"Sarcastic Sounds, Claire Rosinkranz, Clinton Kane",change ur mind,0.627,-7.38,0.78,0.336,0.494,78.546
6Vh03bkEfXqekWp7Y1UBRb,Live While We're Young,One Direction,Take Me Home (Expanded Edition),0.663,-2.16,0.0542,0.144,0.931,126.039
1J14CdDAvBTE1AJYUOwl6C,Arcade,Duncan Laurence,Small Town Boy (Track By Track),0.453,-11.639,0.827,0.144,0.279,72.017
7LVHVU3tWfcxj5aiPFEW4Q,Fix You,Coldplay,X&Y,0.209,-8.74,0.164,0.113,0.124,138.178
2K0r5GD5zYlEMx2M7ZMcqG,Better Days,OneRepublic,Better Days,0.626,-5.015,0.235,0.304,0.257,89.132
5Hroj5K7vLpIG4FNCRIjbP,Best Day Of My Life,American Authors,"Oh, What A Life",0.673,-2.392,0.0591,0.0558,0.538,100.012
5jrdCoLpJSvHHorevXBATy,Dark Horse,"Katy Perry, Juicy J",PRISM (Deluxe),0.645,-6.122,0.00314,0.165,0.353,131.931
5U2m76qAMdr3gXI0g6ptlG,Come & Get It,Selena Gomez,Stars Dance,0.349,-4.133,0.0102,0.0812,0.542,148.985
5IpKZbfJNefqY6nMejBHjr,Love You Like A Love Song,Selena Gomez & The Scene,For You,0.856,-3.793,0.0638,0.0726,0.874,116.991
3xKsf9qdS1CyvXSMEid6g8,Pink + White,Frank Ocean,Blonde,0.545,-7.362,0.667,0.417,0.549,159.94
3bWW4FXwBTDfdw9I42nh4E,You Don´t Know How to Dance,Jonas Alaska,Girl,0.458,-9.433,0.0824,0.13,0.175,109.64
2DlIwu1iDTILEMXA7MUotn,Beautiful Trauma,P!nk,Beautiful Trauma,0.412,-6.39,0.0868,0.4,0.234,95.943
2W4yABdLc4Jnds67Poi5Nl,Yellow Hearts,Ant Saunders,Yellow Hearts,0.866,-8.943,0.177,0.0743,0.695,129.039
4pvb0WLRcMtbPGmtejJJ6y,exile (feat. Bon Iver),"Taylor Swift, Bon Iver",folklore,0.298,-8.426,0.778,0.11,0.152,75.602
3CeCwYWvdfXbZLXFhBrbnf,Love Story (Taylor’s Version),Taylor Swift,Love Story (Taylor’s Version),0.626,-4.302,0.135,0.0989,0.416,119.082
31CdkzHnMbvJuKZvtCQfR6,We Are Never Ever Getting Back Together (Taylor's Version),Taylor Swift,Red (Taylor's Version),0.567,-6.139,0.0317,0.0732,0.716,172.014
4lIxdJw6W3Fg4vUIYCB0S5,Style,Taylor Swift,1989,0.598,-5.572,0.00253,0.117,0.456,95.019
4P7LVHDbzn7aI6wWRh5AHc,You Belong With Me (Taylor’s Version),Taylor Swift,Fearless (Taylor’s Version): The I Remember What You Said Last Night Chapter,0.632,-4.856,0.0623,0.0885,0.474,130.033
273dCMFseLcVsoSWx59IoE,Bad Blood,Taylor Swift,1989,0.65,-6.114,0.0871,0.148,0.295,170.146
5troof8mcGO3AafoDbk1gc,Look What You Made Me Do,Taylor Swift,reputation,0.766,-6.471,0.204,0.126,0.506,128.07
62iE88Z0WJqRWnWlIWMdcg,West Coast - Rob Orton Mix,Lana Del Rey,West Coast,0.422,-7.202,0.131,0.0907,0.442,123.14
6ebkx7Q5tTxrCxKq4GYj0Y,Club Can't Handle Me (feat. David Guetta),"Flo Rida, David Guetta",Only One Flo (Part 1),0.616,-3.911,0.0283,0.064,0.473,127.966
1tjg4ztnXCfUtpDQ8OzDRY,Afterglow,Leroy Sanchez,Afterglow,0.659,-6.352,0.823,0.121,0.292,110.171
0ziw85g0u0YMFR8BVwarhM,Rewrite the Stars,Jess and Gabriel,"Under the Covers, Vol. 3",0.622,-9.326,0.938,0.0969,0.379,124.868
66tkDkPsznE5zIHNt4QkXB,Tieduprightnow,Parcels,Tieduprightnow,0.863,-7.986,0.291,0.0794,0.738,102.025
0eHRiORRpK1WCkIoWHPLXx,Lady of the Dancing Water,King Crimson,Lizard,0.398,-27.154,0.959,0.13,0.283,140.616
0dgrFwOa0RrFzWcM0azTzx,The Good Part,AJR,The Click,0.287,-3.551,0.0858,0.383,0.577,186.283
4u8Gkqyg87iGSW3hQbbnQZ,Burn the House Down,AJR,The Click (Deluxe Edition),0.454,-4.357,0.0364,0.181,0.568,184.353
7JBORNKYEw0ubz6VyzS6DM,3 O'Clock Things,AJR,OK ORCHESTRA,0.685,-8.633,0.0344,0.161,0.346,94.026
705RTV4koxnA5jlxbGs29o,Sober Up,"AJR, Rivers Cuomo",The Click (Deluxe Edition),0.648,-4.938,0.284,0.0833,0.772,93.011
5bg2FC78V3s3QadEZI6V3e,Weak,AJR,The Click (Deluxe Edition),0.67,-4.553,0.118,0.192,0.703,123.978
7KIXAzdiG2Pae7spgsklZo,Running Up That Hill - Recorded at Spotify Studios Stockholm,First Aid Kit,Spotify Singles,0.523,-10.395,0.037,0.23,0.0984,108.976
4FhNTUIDPVH8yb9TjHeAmu,Pink Sky Moon,Joe Brooks,Pink Sky Moon,0.588,-11.464,0.763,0.624,0.336,101.158
6XnzOpvlN89dX9DSjNHhTq,Meteor Showers,Andy Kong,Meteor Showers,0.526,-10.633,0.629,0.101,0.264,121.869
7vptmeNwSEVkcwDdqk7UQO,Lauren,Men I Trust,Lauren,0.762,-9.397,0.777,0.115,0.558,96.999
01TyFEZu6mHbffsVfxgrFn,Show Me How,Men I Trust,Show Me How,0.791,-11.997,0.674,0.102,0.544,165.99
7e2y3akt1MG3d5JXAeR9S2,Singing in the Rain (feat. R. City),"Simple Plan, R. City",Taking One for the Team,0.562,-3.143,0.0238,0.0765,0.65,74.474
086myS9r57YsLbJpU0TgK9,Why'd You Only Call Me When You're High?,Arctic Monkeys,AM,0.691,-6.478,0.0483,0.104,0.8,92.004
5FVd6KXrgO9B3JPmC8OPst,Do I Wanna Know?,Arctic Monkeys,AM,0.548,-7.596,0.186,0.217,0.405,85.03
3pL9c3u25hT87pR1N3sDVM,Balenciaga,T3NZU,Balenciaga,0.743,-6.376,0.213,0.447,0.304,104.987
7ycWLEP1GsNjVvcjawXz3z,Praise The Lord (Da Shine) (feat. Skepta),"A$AP Rocky, Skepta",TESTING,0.854,-8.151,0.0609,0.1,0.294,80.015
0z9UVN8VBHJ9HdfYsOuuNf,Safe & Sound - from The Hunger Games Soundtrack,"Taylor Swift, The Civil Wars",The Hunger Games: Songs From District 12 And Beyond,0.471,-10.807,0.883,0.0698,0.289,144.319
01uqI4H13Gsd8Lyl1EYd8H,Same Love (feat. Mary Lambert),"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Mary Lambert",The Heist,0.688,-9.059,0.716,0.104,0.299,84.958
22TntnVO3lQNDR5nsvxGRs,Achilles Come Down,Gang of Youths,Go Farther In Lightness,0.223,-9.281,0.435,0.225,0.15,179.83
0GO8y8jQk1PkHzS31d699N,Tongue Tied,GROUPLOVE,Never Trust a Happy Song,0.56,-5.835,0.00847,0.161,0.371,112.96
4w8niZpiMy6qz1mntFA5uM,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake, Selena Gomez, Ozuna, Cardi B","Taki Taki (with Selena Gomez, Ozuna & Cardi B)",0.842,-4.167,0.157,0.0642,0.617,95.881
0odHj0qIf86vHBsXB30IkZ,So High (feat. Ghost Loft),"Wiz Khalifa, Ghost Loft",Blacc Hollywood (Deluxe),0.628,-4.829,0.118,0.102,0.3,157.99
1gihuPhrLraKYrJMAEONyc,Feel So Close - Radio Edit,Calvin Harris,18 Months,0.707,-2.842,0.000972,0.204,0.919,127.937
75JFxkI2RXiU7L9VXzMkle,The Scientist,Coldplay,A Rush of Blood to the Head,0.557,-7.224,0.731,0.11,0.213,146.277
6dVa7xk5dOoT6pOkDw1TMH,Brother,Kodaline,Brother,0.493,-5.894,0.341,0.201,0.228,120.136
6y6jbcPG4Yn3Du4moXaenr,idfc,blackbear,deadroses,0.63,-8.755,0.611,0.114,0.315,144.871
6OEHjJJvdkk1Ln0p0AZdyz,Girls Like You,Maroon 5,Red Pill Blues (Deluxe),0.611,-7.054,0.558,0.131,0.377,59.635
6KL88T4Ma4ABXqzgUoEwkd,Run,OneRepublic,Human (Deluxe),0.682,-8.176,0.321,0.205,0.649,116.988
2l3gQ8Zv1KlGqyE6B4ntPC,Distance,OneRepublic,Human (Deluxe),0.611,-5.686,0.112,0.195,0.713,150.956
6aDsgHPZsMztSbZernzlF8,Someday,OneRepublic,Human (Deluxe),0.576,-7.237,0.0311,0.323,0.213,121.005
6KHL1En9v6iNWjcs44mcmU,Secret Love Song (feat. Jason Derulo),"Little Mix, Jason Derulo",Get Weird (Expanded Edition),0.529,-5.032,0.215,0.277,0.141,92.972
2IpeTEPICyB66jjg2hU4Vg,Didn't I,OneRepublic,Human (Deluxe),0.611,-6.745,0.0186,0.125,0.242,123.943
2ExaKO7GhafvrUHOjWxjgC,Take Care Of You,OneRepublic,Human (Deluxe),0.461,-6.451,0.00788,0.148,0.25,98.539
2tpWsVSb9UEmDRxAl1zhX1,Counting Stars,OneRepublic,Native,0.664,-4.972,0.0654,0.118,0.477,122.016
5r43qanLhUCdBj8HN3fa6B,Sunshine,OneRepublic,Sunshine,0.697,-4.621,0.137,0.28,0.774,140.069
6dsq7Nt5mIFzvm5kIYNORy,15 Step,Radiohead,In Rainbows,0.6,-7.584,0.0489,0.0934,0.847,94.457
1hmcogF6Lz6QqiibEZqXjQ,Deep end,Jeremy Zucker,CRUSHER,0.836,-6.034,0.185,0.315,0.673,145.029
7dNGavTuEGF9DNJcZDmyUz,Pretender - Acoustic,AJR,The Click (Deluxe Edition),0.811,-6.943,0.639,0.224,0.539,97.941
0fiijtFXDJ9MOVwgSaEQJ5,Don't Give Up On Me,Andy Grammer,Naïve,0.64,-5.452,0.0875,0.11,0.0676,112.868
03eyNjBM2mpx28H6kdaufN,Overwhelmed (Ryan Mack Remix),Ryan Mack,Overwhelmed (Ryan Mack Remix),0.658,-8.749,0.161,0.0845,0.513,174.111
0OtXJQBLb7wPXL2XyN2cFW,Lazarus,Porcupine Tree,Deadwing,0.354,-6.074,0.201,0.177,0.338,171.961
0lczHKLHGd8LuzgrzIJ0nO,Quiet,MILCK,This Is Not The End,0.47,-7.564,0.554,0.113,0.122,139.581
1jLsirPDkUS2g4gnkYua58,Ignite,"Alan Walker, Julie Bergan, K-391, SEUNGRI",Ignite,0.681,-4.3,0.0208,0.192,0.479,90.008
0UauNGiFTVXTsgvVz6LBMf,Look Up At The Stars,Shawn Mendes,Wonder,0.359,-4.722,0.0576,0.194,0.447,168.026
49PVaqTTK6qn8Ku5BIR8Gt,Say Love,James TW,Chapters,0.753,-7.638,0.114,0.369,0.542,84.01
4Gt2kh3QbAGU6yquOWn4aW,Fake,"Lauv, Conan Gray",Fake,0.703,-5.363,0.139,0.093,0.455,82.96
50nfwKoDiSYg8zOCREWAm5,Shivers,Ed Sheeran,=,0.788,-2.724,0.281,0.0424,0.822,141.02
147l07rat1W33X2rjTBlMa,The Dickhead Song,Miles Betterman,The Dickhead Song,0.955,-20.507,0.907,0.187,0.914,126.095
0fVDu1evgjX9CFD0cmuRrM,last day on earth,Tai Verdes,last day on earth,0.494,-5.57,0.413,0.218,0.359,82.061
33LizV83s7z1gwtmLiKlmv,Dead and Cold,SadBoyProlific,Dead and Cold,0.622,-9.889,0.872,0.0931,0.716,87.967
4DsZFbvLhBxz5rQZiozfDn,Deathcab,Ditty,Poetry Ceylon,0.621,-14.341,0.676,0.11,0.229,92.08
6rz0UPakgx77UAQWUjTs2h,Wallet (feat. Alev Lenz & Nina Harries),"Anoushka Shankar, Alev Lenz, Nina Harries",Love Letters P.S. (Deluxe),0.623,-9.673,0.315,0.171,0.269,126.031
1G1R0XgChe18Zr1o6tlmN6,Watercolor Eyes - From “Euphoria” An HBO Original Series,Lana Del Rey,Watercolor Eyes (From “Euphoria” An HBO Original Series),0.444,-10.045,0.964,0.125,0.121,120.443
2PCSrsG1MyOYyFbJ0m9mVN,did you/fall apart,Prateek Kuhad,cold/mess,0.512,-12.687,0.899,0.0979,0.0869,140.81
6wQSrFnJYm3evLsavFeCVT,Never Be Alone,Shawn Mendes,Handwritten (Deluxe),0.376,-6.927,0.514,0.0781,0.276,199.835
0VxocBntP1XTZRsR9ZURPS,La Vie En Rose,Daniela Andrade,La Vie En Rose,0.475,-11.429,0.844,0.14,0.318,95.423
7uuEfUMuPeQ7RlSWa0cES2,Can’t Help Falling in Love,Kina Grannis,Crazy Rich Asians (Original Motion Picture Soundtrack),0.266,-18.515,0.905,0.132,0.143,181.74
0h7VTDaBuUKiG7uzEe1mvx,Happy Now / Be Alright (Acoustic Mashup),"Landon Austin, Alexandra Albanese",Happy Now / Be Alright (Acoustic Mashup),0.528,-6.484,0.692,0.126,0.257,139.797
5weKCP07IGA1565wfI3cZ1,Happier - Acoustic,Ed Sheeran,Happier (Acoustic),0.493,-8.117,0.0425,0.133,0.15,91.004
1HNkqx9Ahdgi1Ixy2xkKkL,Photograph,Ed Sheeran,x (Deluxe Edition),0.614,-10.48,0.607,0.0986,0.201,107.989
5ug4vqGZ3eisGhY1IsziNX,Best Part of Me (feat. YEBBA),"Ed Sheeran, Yebba",Best Part of Me (feat. YEBBA),0.565,-8.367,0.762,0.285,0.237,81.657
3hRV0jL3vUpRrcy398teAU,The Night We Met,Lord Huron,Strange Trails,0.544,-9.514,0.969,0.639,0.102,87.01
7hDVYcQq6MxkdJGweuCtl9,ocean eyes,Billie Eilish,dont smile at me,0.511,-7.65,0.816,0.084,0.169,144.892
15xWRPHQMeqgdkGzInx3PY,Falling Like The Stars,James Arthur,Falling Like The Stars,0.296,-9.538,0.823,0.11,0.19,177.06
6c6W25YoDGjTq3qSPOga5t,Ink,Coldplay,Ghost Stories,0.688,-7.311,0.0647,0.118,0.696,112.019
1ZMiCix7XSAbfAJlEZWMCp,Falling,Harry Styles,Fine Line,0.567,-6.502,0.839,0.089,0.0592,110.011
77yuzxCS3csrgTPSW0pvyk,O,Coldplay,Ghost Stories,0.371,-14.727,0.911,0.0934,0.0645,136.998
5cJJdUtacwBrphoMjh3tKG,Believe,When Chai Met Toast,Believe,0.25,-7.705,0.16,0.109,0.12,66.632
0E5LETwX2aLYLb7NC2d79M,The Biggest Lie,Prateek Kuhad,The Biggest Lie,0.64,-12.903,0.927,0.109,0.4,80.073
3s9eWdn8IymCPvVLcKpjww,The Moon Song,"beabadoobee, Oscar Lang",The Moon Song,0.405,-15.488,0.968,0.139,0.148,93.768
4gFakkHz0RjUrbf9Ufilb7,Into The Sun - EP Version,Sons Of The East,Already Gone,0.585,-10.268,0.585,0.101,0.101,109.97
4RoArPM0AsuW3h8hW8xtnr,Lucky Strike,Troye Sivan,Bloom,0.612,-7.363,0.579,0.0914,0.564,103.031
0ccwMrlZONy5yXrirq7lTe,La Da Dee,Cody Simpson,Surfers Paradise (Expanded),0.657,-5.544,0.00847,0.326,0.566,115.954
0742PcMPo2Akmo4vHC29VZ,this is how you fall in love,"Jeremy Zucker, Chelsea Cutler",this is how you fall in love,0.52,-12.488,0.733,0.126,0.274,79.682
7qH9Z4dJEN0l9bidizW7fq,Anchor,Novo Amor,Bathing Beach,0.457,-11.475,0.805,0.126,0.126,117.053
4BL4aEbddW0OGv6fFYYFUt,Ocean,Anuv Jain,Ocean,0.72,-11.665,0.963,0.0952,0.606,125.335
6BP8sg44smNB3pbD4QAOzi,Break My Heart Right,James Bay,Oh My Messy Mind,0.63,-11.6,0.962,0.0915,0.298,113.61
161iDrAGFqkzeXSaxworBs,Eugene,Sufjan Stevens,Carrie & Lowell,0.555,-24.043,0.973,0.285,0.672,84.293
1lntL1cI2UIWlxjL5QiN8g,The Other,Lauv,The Other,0.38,-6.621,0.421,0.0788,0.384,179.629
54KFQB6N4pn926IUUYZGzK,To Build A Home,"The Cinematic Orchestra, Patrick Watson",Ma Fleur,0.264,-15.399,0.885,0.094,0.0735,148.658
1b3nlcP6hogIzYRVK2Ui7K,Wherever You Are,Kodaline,Wherever You Are,0.514,-5.981,0.142,0.0868,0.342,125.99
0rbKrBvZUYY9GN9l057BuY,"always, i'll care",Jeremy Zucker,love is not dying,0.732,-12.623,0.897,0.11,0.677,105.165
1HuZxrpsW23bySVwsYwUpH,Frontline,"OAFF, Lothika",Frontline - Single,0.355,-10.174,0.539,0.0988,0.107,93.021
05emejcDubPXW5TQv34QZH,Pretending - Acoustic,Ben Schuller,Young Unprofessionals (Acoustic),0.412,-8.024,0.888,0.066,0.313,109.439
6J17iv0a47LhUKcbAkoBV3,To a Poet,First Aid Kit,The Lion's Roar,0.37,-9.114,0.33,0.0827,0.414,91.263
3O5osWf1rSoKMwe6E9ZaXP,evermore (feat. Bon Iver),"Taylor Swift, Bon Iver",evermore,0.39,-10.673,0.937,0.111,0.32,125.177
6hYvw3LLTViP2mT4MpDNmT,Grow as We Go,Ben Platt,Sing To Me Instead,0.458,-14.083,0.882,0.15,0.437,80.824
5kCfav69SHAhwBMXcysl9b,Stars Align (feat. Toymob),"Donn Bhat, Toymob",Passenger Revelator,0.636,-9.565,0.00512,0.113,0.0385,109.988
5pQNsm5hmOUVwgRtDGijyi,Sentimental,Porcupine Tree,Fear of a Blank Planet,0.449,-14.408,0.579,0.0886,0.167,173.988
63XEl1dXbErfNDia83Ao3B,Evelyn,Gregory Alan Isakov,This Empty Northern Hemisphere,0.619,-11.189,0.486,0.111,0.378,114.844
3jzU2G7zznQ3bpUzNEBgmj,Perfectly Perfect,Simple Plan,Taking One for the Team,0.602,-6.954,0.011,0.117,0.508,131.942
70RnJj7bJB7WrnPg1IiMqU,Like You,Tatiana Manaois,Like You,0.502,-9.741,0.762,0.106,0.281,170.667
5YqdiryRmdAzYFlxo43hAJ,Missing Piece,Vance Joy,Missing Piece,0.628,-4.205,0.0155,0.113,0.721,101.992
3lzYrD0WcgGFiAFKkB2shE,"Million To One - from the Amazon Original Movie ""Cinderella""",Camila Cabello,"Million To One (from the Amazon Original Movie ""Cinderella"")",0.511,-5.927,0.583,0.117,0.278,150.022
1nInOsHbtotAmEOQhtvnzP,Stronger (What Doesn't Kill You),Kelly Clarkson,Stronger (Deluxe Version),0.562,-4.282,0.046,0.112,0.684,116.044
0ErK6K0kYr0Ow2RkPMhmMs,Shout Out to My Ex,Little Mix,Glory Days (Expanded Edition),0.773,-4.061,0.0242,0.109,0.801,126.014
3XF5xLJHOQQRbWya6hBp7d,you should see me in a crown,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",0.678,-10.485,0.462,0.139,0.323,150.455
0vLxMyI85TR1aPDyz647rF,Bitch Better Have My Money,Rihanna,Bitch Better Have My Money,0.782,-4.964,0.0447,0.257,0.366,102.986
7lPN2DXiMsVn7XUKtOW1CS,drivers license,Olivia Rodrigo,drivers license,0.585,-8.761,0.721,0.105,0.132,143.874
4RVtBlHFKj51Ipvpfv5ER4,Drown (feat. Clinton Kane),"Martin Garrix, Clinton Kane",Drown (feat. Clinton Kane),0.573,-5.455,0.212,0.175,0.363,120.077
45bE4HXI0AwGZXfZtMp8JR,you broke me first,Tate McRae,you broke me first,0.667,-9.389,0.785,0.0906,0.0823,124.148
4xqrdfXkTW4T0RauPLv3WA,Heather,Conan Gray,Kid Krow,0.357,-7.301,0.584,0.322,0.27,102.078
5ivF4eQBqJiVL5IAE9jRyl,I Won't Give Up,Jason Mraz,Love Is a Four Letter Word,0.483,-10.058,0.694,0.115,0.139,133.406
2SHxMwFhRKzSDDoX5NAYzD,I Do,Aloe Blacc,All Love Everything (Deluxe),0.567,-7.126,0.75,0.196,0.32,73.156
