track_id,track_name,artists,album,valence
1oew3nFNY3vMacJAsvry0S,Me And My Broken Heart,Rixton,Let The Road,0.551
0tBbt8CrmxbjRP0pueQkyU,Wolves,"Selena Gomez, Marshmello",Wolves,0.306
3fVnlF4pGqWI9flVENcT28,Wildest Dreams,Taylor Swift,1989,0.467
6lanRgr6wXibZr8KgzXxBl,a thousand years,Christina Perri,A Thousand Years,0.161
3nivloq0Lqd2CYWHTgAlwU,Shy,Jai Waetford,Shy - EP,0.305
0Cy7wt6IlRfBPHXXjmZbcP,Love Me Like You Do,Ellie Goulding,Fifty Shades Freed (Original Motion Picture Soundtrack),0.324
009ImBOrIUlWgla8U05RAC,Unconditionally,Katy Perry,PRISM,0.353
3e7sxremeOE3wTySiOhGiP,Dusk Till Dawn (feat. Sia) - Radio Edit,"ZAYN, Sia",Icarus Falls,0.0951
6ATgDc6e4sPn84hvJsAmPt,hate u love u,Olivia O'Brien,hate u love u,0.246
6LteLVcW0oWLjuW6nePyWb,The Fault in Our Stars,Troye Sivan,The Fault in Our Stars,0.405
0o9MIPIGM8svRpfdQGTvUX,Armor,Landon Austin,Armor,0.312
3cWO4Moun8JYsXA0BcPLBC,Netflix Trip,AJR,The Click,0.46
0WmH9fXWCQ51RQi1kWPJrI,100 Bad Days,AJR,Neotheater,0.638
7uoFMmxln0GPXQ0AcCBXRq,Snowman,Sia,Everyday Is Christmas (Deluxe Edition),0.326
5rgy6ghBq1eRApCkeUdJXf,We Are Young (feat. Janelle Monáe),"fun., Janelle Monáe",Some Nights,0.735
5TbzAWWc5eJaANpA9kfGCd,Love Me Again,John Newman,Tribute,0.213
3W3KtDwAIg3mAruSpnfG3Q,Fancy,"Iggy Azalea, Charli XCX",The New Classic (Deluxe Version),0.377
6nsKYAXnnHDUNC1kmnLUMq,Chicken Lemon Rice,Priya Ragu,damnshestamil,0.694
6TqXcAFInzjp0bODyvrWEq,Talk (feat. Disclosure),"Khalid, Disclosure",Free Spirit,0.346
0KKkJNfGyhkQ5aFogxQAPU,That's What I Like,Bruno Mars,24K Magic,0.86
4esOae7i4rqTbAu9o5Pxco,Girl on Fire,Alicia Keys,Girl on Fire (Remixes) - EP,0.144
4nVBt6MZDDP6tRVdQTgxJg,Story of My Life,One Direction,Midnight Memories (Deluxe),0.286
5uCax9HTNlzGybIStD3vDh,Say You Won't Let Go,James Arthur,Back from the Edge,0.494
2P91MQbaiQOfbiz9VqhqKQ,I Like Me Better,Lauv,I met you when I was 18. (the playlist),0.419
72gv4zhNvRVdQA0eOenCal,Symphony (feat. Zara Larsson),"Clean Bandit, Zara Larsson",What Is Love? (Deluxe Edition),0.454
2GyA33q5rti5IxkMQemRDH,I Know What You Did Last Summer,"Shawn Mendes, Camila Cabello",Handwritten,0.743
7rpNuuoMbid56XkDsx2FjE,Black And White,Niall Horan,Heartbreak Weather,0.239
4RyK6N4IQ85xxLgguQAFH5,Blue Jeans,Lana Del Rey,Born To Die - The Paradise Edition,0.488
3BJe4B8zGnqEdQPMvfVjuS,Summertime Sadness,Lana Del Rey,Born To Die - The Paradise Edition,0.235
5V7qLbZJNTwaEVbZADqofc,It Takes Two,Fiji Blue,It Takes Two,0.863
7p4vHnYXkxlzvfePJVpcTr,Feels Like Summer,Childish Gambino,Summer Pack,0.253
6YUTL4dYpB9xZO5qExPf05,Summer,Calvin Harris,Motion,0.743
16frIpnyUb9poRwQxQTmaC,Come With Me,"Surfaces, salem ilese",Pacifico,0.931
0HZhYMZOcUzZKSFwPOti6m,jar of hearts,Christina Perri,lovestrong.,0.0886
75MNhvTCCKsST3YqqUiU9r,Shivers,Ed Sheeran,Shivers,0.822
1Yi8YsxYmLK9JJVOUOWLoh,Fancy,"Iggy Azalea, Charli XCX",POPWIKI 2 (2014 Edition),0.41
13idHd4iXnaPZCuALiAcPS,Black Widow,"Iggy Azalea, Rita Ora",Frat Party,0.512
3DXXKDbbZKyAZfNb96ST3q,Confident,Demi Lovato,Confident,0.344
2VlLbhGLVJgdOW7kKdWWFc,Six Feet Under,Billie Eilish,Six Feet Under,0.157
0CZ8lquoTX2Dkg7Ak2inwA,1950,King Princess,1950,0.269
7jOuIhMrkiKj7bvYhRqaym,Low (feat. T-Pain),"Flo Rida, T-Pain",Low (feat. T-Pain),0.37
5gMA9DaGp2VVu3tfM8YqLP,Say Goodbye,Chris Brown,Step Up Soundtrack,0.391
6cy83P2limyzaFSl3OoQe0,"Towards The Sun - From The ""Home"" Soundtrack",Rihanna,Home (Original Motion Picture Soundtrack),0.264
0NyRSfiU6ri61vku1xiLoD,"Secret Love Song, Pt. II",Little Mix,Get Weird (Expanded Edition),0.165
2IAR0DziHCjSu16gR4ihvy,Nothing,Bruno Major,To Let A Good Thing Die,0.274
1V6gIisPpYqgFeWbMLI0bA,Heart Attack,Demi Lovato,Demi,0.502
0qOnSQQF0yzuPWsXrQ9paz,Stereo Hearts (feat. Adam Levine),"Gym Class Heroes, Adam Levine",The Papercut Chronicles II,0.796
4cluDES4hQEUhmXj6TXkSo,What Makes You Beautiful,One Direction,Up All Night,0.888
5Z3GHaZ6ec9bsiI5BenrbY,Young Dumb & Broke,Khalid,American Teen,0.394
0JmiBCpWc1IAc0et7Xm7FL,Let Her Go,Passenger,All the Little Lights (Deluxe Version),0.243
22vgEDb5hykfaTwLuskFGD,Sucker,Jonas Brothers,Happiness Begins,0.952
3JvrhDOgAt6p7K8mDyZwRd,Riptide,Vance Joy,Dream Your Life Away (Special Edition),0.51
6DG2g1UhROp5pnM8fx7zH2,Starving,"Hailee Steinfeld, Grey, Zedd",HAIZ,0.532
7BqBn9nzAq8spo5e7cZ0dJ,Just the Way You Are,Bruno Mars,Doo-Wops & Hooligans,0.424
37f4ITSlgPX81ad2EvmVQr,Fight Song,Rachel Platten,Wildfire,0.33
4rHZZAmHpZrA3iH5zx8frV,Mirrors,Justin Timberlake,The 20/20 Experience (Deluxe Version),0.512
6uBhi9gBXWjanegOb2Phh0,Stay,"Zedd, Alessia Cara",Stay,0.544
2VxeLyX666F8uXCJ0dZF8B,Shallow,"Lady Gaga, Bradley Cooper",A Star Is Born Soundtrack,0.323
7vu0JkJh0ldukEYbTVcqd0,Issues,Julia Michaels,Nervous System,0.455
7IHOIqZUUInxjVkko181PB,Stay With Me,Sam Smith,In The Lonely Hour (Deluxe Edition),0.176
4jYt1pQqg2mIZmY4FWCZEM,Record Player (with AJR),"Daisy the Great, AJR",Record Player (with AJR),0.927
1D4PL9B8gOg78jiHg3FvBb,Love Story,Taylor Swift,Fearless (Big Machine Radio Release Special),0.306
4VuS959DSpr82t3qBqCrWG,Supermarket Flowers,Ed Sheeran,÷ (Deluxe),0.257
4CHLYbx8NB1LUn5WqT0SzV,Best Love Song,T-Pain,Revolver (Expanded Edition),0.679
4zRZAmBQP8vhNPf9i9opXt,8 Letters,Why Don't We,8 Letters,0.255
3HVWdVOQ0ZA45FuZGSfvns,I Don't Care (with Justin Bieber),"Ed Sheeran & Justin Bieber, Justin Bieber",I Don't Care (with Justin Bieber),0.842
7qVjoGvjdOFfk3uKVhvZU9,All Time Low,"Jon Bellion, Stormzy",All Time Low,0.641
6FE2iI43OZnszFLuLtvvmg,Classic,MKTO,MKTO,0.756
6N22FZs2ZhPBYi3b9XPajV,Still Don't Know My Name,Labrinth,Euphoria (Original Score from the HBO Series),0.313
4Tt6GiWS2V9sQjZjS2xjp2,"Honey, I'm Good.",Andy Grammer,Magazines Or Novels,0.583
4RCWB3V8V0dignt99LZ8vH,Hey There Delilah,Plain White T's,All That We Needed,0.298
5DHQKZCOZhGNTbYBCekWx0,Paralyzed,NF,Mansion,0.0397
3UhXPxLDFKCj1ZO6mmtV0a,Apologize,OneRepublic,Dreaming Out Loud,0.502
3U4isOIWM3VvDubwSI3y7a,All of Me,John Legend,Love In The Future (Expanded Edition),0.331
4IqcDJPzDL8Hq8KwAX4jUE,human,Christina Perri,head or heart,0.253
58Mh6zmqSo9IvysPAXnG0h,change ur mind,"Sarcastic Sounds, Claire Rosinkranz, Clinton Kane",change ur mind,0.494
6Vh03bkEfXqekWp7Y1UBRb,Live While We're Young,One Direction,Take Me Home (Expanded Edition),0.931
1J14CdDAvBTE1AJYUOwl6C,Arcade,Duncan Laurence,Small Town Boy (Track By Track),0.279
7LVHVU3tWfcxj5aiPFEW4Q,Fix You,Coldplay,X&Y,0.124
2K0r5GD5zYlEMx2M7ZMcqG,Better Days,OneRepublic,Better Days,0.257
5Hroj5K7vLpIG4FNCRIjbP,Best Day Of My Life,American Authors,"Oh, What A Life",0.538
5jrdCoLpJSvHHorevXBATy,Dark Horse,"Katy Perry, Juicy J",PRISM (Deluxe),0.353
5U2m76qAMdr3gXI0g6ptlG,Come & Get It,Selena Gomez,Stars Dance,0.542
5IpKZbfJNefqY6nMejBHjr,Love You Like A Love Song,Selena Gomez & The Scene,For You,0.874
3xKsf9qdS1CyvXSMEid6g8,Pink + White,Frank Ocean,Blonde,0.549
3bWW4FXwBTDfdw9I42nh4E,You Don´t Know How to Dance,Jonas Alaska,Girl,0.175
2DlIwu1iDTILEMXA7MUotn,Beautiful Trauma,P!nk,Beautiful Trauma,0.234
2W4yABdLc4Jnds67Poi5Nl,Yellow Hearts,Ant Saunders,Yellow Hearts,0.695
4pvb0WLRcMtbPGmtejJJ6y,exile (feat. Bon Iver),"Taylor Swift, Bon Iver",folklore,0.152
3CeCwYWvdfXbZLXFhBrbnf,Love Story (Taylor’s Version),Taylor Swift,Love Story (Taylor’s Version),0.416
31CdkzHnMbvJuKZvtCQfR6,We Are Never Ever Getting Back Together (Taylor's Version),Taylor Swift,Red (Taylor's Version),0.716
4lIxdJw6W3Fg4vUIYCB0S5,Style,Taylor Swift,1989,0.456
4P7LVHDbzn7aI6wWRh5AHc,You Belong With Me (Taylor’s Version),Taylor Swift,Fearless (Taylor’s Version): The I Remember What You Said Last Night Chapter,0.474
273dCMFseLcVsoSWx59IoE,Bad Blood,Taylor Swift,1989,0.295
5troof8mcGO3AafoDbk1gc,Look What You Made Me Do,Taylor Swift,reputation,0.506
62iE88Z0WJqRWnWlIWMdcg,West Coast - Rob Orton Mix,Lana Del Rey,West Coast,0.442
6ebkx7Q5tTxrCxKq4GYj0Y,Club Can't Handle Me (feat. David Guetta),"Flo Rida, David Guetta",Only One Flo (Part 1),0.473
1tjg4ztnXCfUtpDQ8OzDRY,Afterglow,Leroy Sanchez,Afterglow,0.292
0ziw85g0u0YMFR8BVwarhM,Rewrite the Stars,Jess and Gabriel,"Under the Covers, Vol. 3",0.379
66tkDkPsznE5zIHNt4QkXB,Tieduprightnow,Parcels,Tieduprightnow,0.738
0eHRiORRpK1WCkIoWHPLXx,Lady of the Dancing Water,King Crimson,Lizard,0.283
0dgrFwOa0RrFzWcM0azTzx,The Good Part,AJR,The Click,0.577
4u8Gkqyg87iGSW3hQbbnQZ,Burn the House Down,AJR,The Click (Deluxe Edition),0.568
7JBORNKYEw0ubz6VyzS6DM,3 O'Clock Things,AJR,OK ORCHESTRA,0.346
705RTV4koxnA5jlxbGs29o,Sober Up,"AJR, Rivers Cuomo",The Click (Deluxe Edition),0.772
5bg2FC78V3s3QadEZI6V3e,Weak,AJR,The Click (Deluxe Edition),0.703
7KIXAzdiG2Pae7spgsklZo,Running Up That Hill - Recorded at Spotify Studios Stockholm,First Aid Kit,Spotify Singles,0.0984
4FhNTUIDPVH8yb9TjHeAmu,Pink Sky Moon,Joe Brooks,Pink Sky Moon,0.336
6XnzOpvlN89dX9DSjNHhTq,Meteor Showers,Andy Kong,Meteor Showers,0.264
7vptmeNwSEVkcwDdqk7UQO,Lauren,Men I Trust,Lauren,0.558
01TyFEZu6mHbffsVfxgrFn,Show Me How,Men I Trust,Show Me How,0.544
7e2y3akt1MG3d5JXAeR9S2,Singing in the Rain (feat. R. City),"Simple Plan, R. City",Taking One for the Team,0.65
086myS9r57YsLbJpU0TgK9,Why'd You Only Call Me When You're High?,Arctic Monkeys,AM,0.8
5FVd6KXrgO9B3JPmC8OPst,Do I Wanna Know?,Arctic Monkeys,AM,0.405
3pL9c3u25hT87pR1N3sDVM,Balenciaga,T3NZU,Balenciaga,0.304
7ycWLEP1GsNjVvcjawXz3z,Praise The Lord (Da Shine) (feat. Skepta),"A$AP Rocky, Skepta",TESTING,0.294
0z9UVN8VBHJ9HdfYsOuuNf,Safe & Sound - from The Hunger Games Soundtrack,"Taylor Swift, The Civil Wars",The Hunger Games: Songs From District 12 And Beyond,0.289
01uqI4H13Gsd8Lyl1EYd8H,Same Love (feat. Mary Lambert),"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Mary Lambert",The Heist,0.299
22TntnVO3lQNDR5nsvxGRs,Achilles Come Down,Gang of Youths,Go Farther In Lightness,0.15
0GO8y8jQk1PkHzS31d699N,Tongue Tied,GROUPLOVE,Never Trust a Happy Song,0.371
4w8niZpiMy6qz1mntFA5uM,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake, Selena Gomez, Ozuna, Cardi B","Taki Taki (with Selena Gomez, Ozuna & Cardi B)",0.617
0odHj0qIf86vHBsXB30IkZ,So High (feat. Ghost Loft),"Wiz Khalifa, Ghost Loft",Blacc Hollywood (Deluxe),0.3
1gihuPhrLraKYrJMAEONyc,Feel So Close - Radio Edit,Calvin Harris,18 Months,0.919
75JFxkI2RXiU7L9VXzMkle,The Scientist,Coldplay,A Rush of Blood to the Head,0.213
6dVa7xk5dOoT6pOkDw1TMH,Brother,Kodaline,Brother,0.228
6y6jbcPG4Yn3Du4moXaenr,idfc,blackbear,deadroses,0.315
6OEHjJJvdkk1Ln0p0AZdyz,Girls Like You,Maroon 5,Red Pill Blues (Deluxe),0.377
6KL88T4Ma4ABXqzgUoEwkd,Run,OneRepublic,Human (Deluxe),0.649
2l3gQ8Zv1KlGqyE6B4ntPC,Distance,OneRepublic,Human (Deluxe),0.713
6aDsgHPZsMztSbZernzlF8,Someday,OneRepublic,Human (Deluxe),0.213
6KHL1En9v6iNWjcs44mcmU,Secret Love Song (feat. Jason Derulo),"Little Mix, Jason Derulo",Get Weird (Expanded Edition),0.141
2IpeTEPICyB66jjg2hU4Vg,Didn't I,OneRepublic,Human (Deluxe),0.242
2ExaKO7GhafvrUHOjWxjgC,Take Care Of You,OneRepublic,Human (Deluxe),0.25
2tpWsVSb9UEmDRxAl1zhX1,Counting Stars,OneRepublic,Native,0.477
5r43qanLhUCdBj8HN3fa6B,Sunshine,OneRepublic,Sunshine,0.774
6dsq7Nt5mIFzvm5kIYNORy,15 Step,Radiohead,In Rainbows,0.847
1hmcogF6Lz6QqiibEZqXjQ,Deep end,Jeremy Zucker,CRUSHER,0.673
7dNGavTuEGF9DNJcZDmyUz,Pretender - Acoustic,AJR,The Click (Deluxe Edition),0.539
0fiijtFXDJ9MOVwgSaEQJ5,Don't Give Up On Me,Andy Grammer,Naïve,0.0676
03eyNjBM2mpx28H6kdaufN,Overwhelmed (Ryan Mack Remix),Ryan Mack,Overwhelmed (Ryan Mack Remix),0.513
0OtXJQBLb7wPXL2XyN2cFW,Lazarus,Porcupine Tree,Deadwing,0.338
0lczHKLHGd8LuzgrzIJ0nO,Quiet,MILCK,This Is Not The End,0.122
1jLsirPDkUS2g4gnkYua58,Ignite,"Alan Walker, Julie Bergan, K-391, SEUNGRI",Ignite,0.479
0UauNGiFTVXTsgvVz6LBMf,Look Up At The Stars,Shawn Mendes,Wonder,0.447
49PVaqTTK6qn8Ku5BIR8Gt,Say Love,James TW,Chapters,0.542
4Gt2kh3QbAGU6yquOWn4aW,Fake,"Lauv, Conan Gray",Fake,0.455
50nfwKoDiSYg8zOCREWAm5,Shivers,Ed Sheeran,=,0.822
147l07rat1W33X2rjTBlMa,The Dickhead Song,Miles Betterman,The Dickhead Song,0.914
0fVDu1evgjX9CFD0cmuRrM,last day on earth,Tai Verdes,last day on earth,0.359
33LizV83s7z1gwtmLiKlmv,Dead and Cold,SadBoyProlific,Dead and Cold,0.716
4DsZFbvLhBxz5rQZiozfDn,Deathcab,Ditty,Poetry Ceylon,0.229
6rz0UPakgx77UAQWUjTs2h,Wallet (feat. Alev Lenz & Nina Harries),"Anoushka Shankar, Alev Lenz, Nina Harries",Love Letters P.S. (Deluxe),0.269
1G1R0XgChe18Zr1o6tlmN6,Watercolor Eyes - From “Euphoria” An HBO Original Series,Lana Del Rey,Watercolor Eyes (From “Euphoria” An HBO Original Series),0.121
2PCSrsG1MyOYyFbJ0m9mVN,did you/fall apart,Prateek Kuhad,cold/mess,0.0869
6wQSrFnJYm3evLsavFeCVT,Never Be Alone,Shawn Mendes,Handwritten (Deluxe),0.276
0VxocBntP1XTZRsR9ZURPS,La Vie En Rose,Daniela Andrade,La Vie En Rose,0.318
7uuEfUMuPeQ7RlSWa0cES2,Can’t Help Falling in Love,Kina Grannis,Crazy Rich Asians (Original Motion Picture Soundtrack),0.143
0h7VTDaBuUKiG7uzEe1mvx,Happy Now / Be Alright (Acoustic Mashup),"Landon Austin, Alexandra Albanese",Happy Now / Be Alright (Acoustic Mashup),0.257
5weKCP07IGA1565wfI3cZ1,Happier - Acoustic,Ed Sheeran,Happier (Acoustic),0.15
1HNkqx9Ahdgi1Ixy2xkKkL,Photograph,Ed Sheeran,x (Deluxe Edition),0.201
5ug4vqGZ3eisGhY1IsziNX,Best Part of Me (feat. YEBBA),"Ed Sheeran, Yebba",Best Part of Me (feat. YEBBA),0.237
3hRV0jL3vUpRrcy398teAU,The Night We Met,Lord Huron,Strange Trails,0.102
7hDVYcQq6MxkdJGweuCtl9,ocean eyes,Billie Eilish,dont smile at me,0.169
15xWRPHQMeqgdkGzInx3PY,Falling Like The Stars,James Arthur,Falling Like The Stars,0.19
6c6W25YoDGjTq3qSPOga5t,Ink,Coldplay,Ghost Stories,0.696
1ZMiCix7XSAbfAJlEZWMCp,Falling,Harry Styles,Fine Line,0.0592
77yuzxCS3csrgTPSW0pvyk,O,Coldplay,Ghost Stories,0.0645
5cJJdUtacwBrphoMjh3tKG,Believe,When Chai Met Toast,Believe,0.12
0E5LETwX2aLYLb7NC2d79M,The Biggest Lie,Prateek Kuhad,The Biggest Lie,0.4
3s9eWdn8IymCPvVLcKpjww,The Moon Song,"beabadoobee, Oscar Lang",The Moon Song,0.148
4gFakkHz0RjUrbf9Ufilb7,Into The Sun - EP Version,Sons Of The East,Already Gone,0.101
4RoArPM0AsuW3h8hW8xtnr,Lucky Strike,Troye Sivan,Bloom,0.564
0ccwMrlZONy5yXrirq7lTe,La Da Dee,Cody Simpson,Surfers Paradise (Expanded),0.566
0742PcMPo2Akmo4vHC29VZ,this is how you fall in love,"Jeremy Zucker, Chelsea Cutler",this is how you fall in love,0.274
7qH9Z4dJEN0l9bidizW7fq,Anchor,Novo Amor,Bathing Beach,0.126
4BL4aEbddW0OGv6fFYYFUt,Ocean,Anuv Jain,Ocean,0.606
6BP8sg44smNB3pbD4QAOzi,Break My Heart Right,James Bay,Oh My Messy Mind,0.298
161iDrAGFqkzeXSaxworBs,Eugene,Sufjan Stevens,Carrie & Lowell,0.672
1lntL1cI2UIWlxjL5QiN8g,The Other,Lauv,The Other,0.384
54KFQB6N4pn926IUUYZGzK,To Build A Home,"The Cinematic Orchestra, Patrick Watson",Ma Fleur,0.0735
1b3nlcP6hogIzYRVK2Ui7K,Wherever You Are,Kodaline,Wherever You Are,0.342
0rbKrBvZUYY9GN9l057BuY,"always, i'll care",Jeremy Zucker,love is not dying,0.677
1HuZxrpsW23bySVwsYwUpH,Frontline,"OAFF, Lothika",Frontline - Single,0.107
05emejcDubPXW5TQv34QZH,Pretending - Acoustic,Ben Schuller,Young Unprofessionals (Acoustic),0.313
6J17iv0a47LhUKcbAkoBV3,To a Poet,First Aid Kit,The Lion's Roar,0.414
3O5osWf1rSoKMwe6E9ZaXP,evermore (feat. Bon Iver),"Taylor Swift, Bon Iver",evermore,0.32
6hYvw3LLTViP2mT4MpDNmT,Grow as We Go,Ben Platt,Sing To Me Instead,0.437
5kCfav69SHAhwBMXcysl9b,Stars Align (feat. Toymob),"Donn Bhat, Toymob",Passenger Revelator,0.0385
5pQNsm5hmOUVwgRtDGijyi,Sentimental,Porcupine Tree,Fear of a Blank Planet,0.167
63XEl1dXbErfNDia83Ao3B,Evelyn,Gregory Alan Isakov,This Empty Northern Hemisphere,0.378
3jzU2G7zznQ3bpUzNEBgmj,Perfectly Perfect,Simple Plan,Taking One for the Team,0.508
70RnJj7bJB7WrnPg1IiMqU,Like You,Tatiana Manaois,Like You,0.281
5YqdiryRmdAzYFlxo43hAJ,Missing Piece,Vance Joy,Missing Piece,0.721
3lzYrD0WcgGFiAFKkB2shE,"Million To One - from the Amazon Original Movie ""Cinderella""",Camila Cabello,"Million To One (from the Amazon Original Movie ""Cinderella"")",0.278
1nInOsHbtotAmEOQhtvnzP,Stronger (What Doesn't Kill You),Kelly Clarkson,Stronger (Deluxe Version),0.684
0ErK6K0kYr0Ow2RkPMhmMs,Shout Out to My Ex,Little Mix,Glory Days (Expanded Edition),0.801
3XF5xLJHOQQRbWya6hBp7d,you should see me in a crown,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",0.323
0vLxMyI85TR1aPDyz647rF,Bitch Better Have My Money,Rihanna,Bitch Better Have My Money,0.366
7lPN2DXiMsVn7XUKtOW1CS,drivers license,Olivia Rodrigo,drivers license,0.132
4RVtBlHFKj51Ipvpfv5ER4,Drown (feat. Clinton Kane),"Martin Garrix, Clinton Kane",Drown (feat. Clinton Kane),0.363
45bE4HXI0AwGZXfZtMp8JR,you broke me first,Tate McRae,you broke me first,0.0823
4xqrdfXkTW4T0RauPLv3WA,Heather,Conan Gray,Kid Krow,0.27
5ivF4eQBqJiVL5IAE9jRyl,I Won't Give Up,Jason Mraz,Love Is a Four Letter Word,0.139
2SHxMwFhRKzSDDoX5NAYzD,I Do,Aloe Blacc,All Love Everything (Deluxe),0.32
3AJwUDP919kvQ9QcozQPxg,Yellow,Coldplay,Parachutes,0.285
2b2LUjMx9LKwIARJf93Rbd,not ur friend,Jeremy Zucker,love is not dying,0.707
36AL9WO8rctJOXJxoWdXBC,Way Too Far,"JTN, Abhishek Roy, Madhurima",Way Too Far,0.0589
6zFMeegAMYQo0mt8rXtrli,HOLIDAY,Lil Nas X,HOLIDAY,0.837
2KCqAdd2ad0hpJc5ySoTE8,Coastline,Hollow Coves,Wanderlust,0.427
2tGvwE8GcFKwNdAXMnlbfl,happier,Olivia Rodrigo,SOUR,0.338
2Z8yfpFX0ZMavHkcIeHiO1,Monster (Shawn Mendes & Justin Bieber),"Shawn Mendes, Justin Bieber",Monster,0.549
22oEJW6r2rMb9z4IntfyEa,"Hey Look Ma, I Made It",Panic! At The Disco,Pray for the Wicked,0.58
4lwS5j051tkYQRTyBatsL6,Stitches,Shawn Mendes,All Things Pop,0.737
5kRPPEWFJIMox5qIkQkiz5,Sweet Creature,Harry Styles,Harry Styles,0.228
0PgYPBGqF6Wm5KFHQ81nq5,comethru (with Bea Miller),"Jeremy Zucker, Bea Miller",comethru,0.595
4l0Mvzj72xxOpRrp6h8nHi,Lose You To Love Me,Selena Gomez,Rare,0.0978
2TIlqbIneP0ZY1O0EzYLlc,Someone You Loved,Lewis Capaldi,Breach,0.446
4UuGBDjt8gLXsANZqZxMBz,Love You Better,"John De Sohn, Rasmus Hagen",Love You Better,0.786
0P4AQdNDgEdi7J8mpgY8Jx,Khoya,"Zariya, Aseem",Khoya,0.413
6epvwUINain4iSHCTWA0sj,The Village,Wrabel,The Village,0.286
5kHvUNjWJR6DtSVaaYlJ2Z,hell or flying,Jeremy Zucker,love is not dying,0.296
1n8rB9AhxiAvVP1E2c3yOd,Come Back...Be Here,Taylor Swift,Red (Deluxe Edition),0.217
2QZ7WLBE8h2y1Y5Fb8RYbH,In My Blood,Shawn Mendes,Shawn Mendes,0.487
6Im9k8u9iIzKMrmV7BWtlF,34+35,Ariana Grande,Positions,0.485
05ABOPiW13nqIedJfqmfPM,rubberband,Tate McRae,rubberband,0.432
1XXimziG1uhM0eDNCZCrUl,Up,Cardi B,Up,0.819
3JOF9NzQVkUXtCcJbEQuAb,Heart Like Yours,Willamette Stone,If I Stay (Original Motion Picture Soundtrack),0.337
4vjpLMyL3ZO6aphdYr8XYw,i'm so tired...,"Lauv, Troye Sivan",~how i'm feeling~,0.484
0VjIjW4GlUZAMYd2vXMi3b,Blinding Lights,The Weeknd,After Hours,0.334
7yq4Qj7cqayVTp3FF9CWbm,Riptide,Vance Joy,Dream Your Life Away,0.51
127QTOFJsJQp5LbJbu3A1y,Toosie Slide,Drake,Toosie Slide,0.837
4h8Pmw3RELdsanPjssyJoB,Push My Luck,The Chainsmokers,World War Joy,0.523
43zdsphuZLzwA9k4DJhU0I,when the party's over,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",0.198
3EPXxR3ImUwfayaurPi3cm,Be Alright,Dean Lewis,Be Alright,0.443
58wyJLv6yH1La9NIZPl3ne,Can We Kiss Forever?,"Kina, Adriana Proenza",Can We Kiss Forever?,0.124
6e40mgJiCid5HRAGrbpGA6,I Want It That Way,Backstreet Boys,The Hits--Chapter One,0.484
15tHagkk8z306XkyOHqiip,"I'll Be There for You - Theme From ""Friends""",The Rembrandts,L.P.,0.715
3FAclTFfvUuQYnEsptbK8w,Back To Black,Amy Winehouse,Back To Black (Deluxe Edition),0.378
5xS9R5yNeVsB9shSR60eX3,If I Lose Myself,OneRepublic,Native,0.279
332A9zKFPHqoR8Aa46wZHi,Toothpaste Kisses,The Maccabees,00s Indie Hits,0.475
5qhHm4dN4L2dhRb2TfzGPw,Lonely Eyes,Lauv,~how i'm feeling~,0.369
6ouAgMwrnaWPJS3ZvKkM7n,Puppet - Demo Version,Faouzia,Puppet (Demo Version),0.171
637Xnv5pNPWrUgmQbcPVqM,Quarters,Bibio,Ribbons,0.36
2lnzGkdtDj5mtlcOW2yRtG,"Whenever, Wherever",Shakira,Laundry Service,0.871
10LSITr9KpQs2uCh7g2QQh,Come Close,Anson Seabra,Come Close,0.277
2N3U8uTYhjX2KwGT0pf5x0,"Everyday (feat. Rod Stewart, Miguel & Mark Ronson)","A$AP Rocky, Rod Stewart, Miguel, Mark Ronson",AT.LONG.LAST.A$AP,0.335
6N1K5OVVCopBjGViHs2IvP,The Joker And The Queen (feat. Taylor Swift),"Ed Sheeran, Taylor Swift",The Joker And The Queen (feat. Taylor Swift),0.307
0BnF8gcEILVfPbe46GQlSB,Close,"Nick Jonas, Tove Lo",Last Year Was Complicated,0.401
043bfUkTydw0xJ5JjOT91w,Don't You Worry Child,"Swedish House Mafia, John Martin",Until Now,0.338
2mgjO5WLxKtdPZcjGORDN6,Tremor - Sensation 2014 Anthem,"Dimitri Vegas & Like Mike, Martin Garrix, Like Mike",Tremor (Sensation 2014 Anthem),0.41
75uAivmbuGRHrOaerbrg9y,Miami 2 Ibiza,"Swedish House Mafia, Tinie Tempah",Miami 2 Ibiza,0.704
65G7XDGcybJiGywSCXJiL5,Animals - Radio Edit,Martin Garrix,Animals,0.0381
28VbwtsYnj85UEODGpQRem,"Alone, Pt. II","Alan Walker, Ava Max",World Of Walker,0.628
3LlmKSHR3Rs0Y3KHQLAYDk,Alone,Alan Walker,Different World,0.183
6SRWhUJcD2YKahCwHavz3X,Darkside,"Alan Walker, Au/Ra, Tomine Harket",Different World,0.123
2J2Z1SkXYghSajLibnQHOa,Unstoppable,Sia,This Is Acting,0.26
4VrWlk8IQxevMvERoX08iC,Chandelier,Sia,1000 Forms Of Fear,0.572
22iKiimk9wEJWdHlKdtFsA,Broken Glass,Sia,This Is Acting (Deluxe Version),0.397
